,index,Website,食譜名稱,圖片連結,點擊次數,烹飪時間,有無影片,食材種類,烹飪步驟,url,按讚數
41,319,楊桃,紅燒家常豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/bk196-021b_1.jpg,,,,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0409,4
42,324,楊桃,芹菜炒豆皮,https://d3l76hx23vw40a.cloudfront.net/recipe/bk216-014_1.jpg,,,,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=E01-0208,15
43,375,楊桃,雞肉豆腐蔬菜湯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk97-045_1.jpg,,,,8,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-549,3
44,376,楊桃,鮮蚵豆腐湯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk115-043a_1.jpg,,,,8,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B02-0199,14
45,417,楊桃,豆腐煲,https://d3l76hx23vw40a.cloudfront.net/recipe/bk110-014_1.jpg,,,,19,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0155,1
46,428,楊桃,生菜蝦鬆(2),https://d3l76hx23vw40a.cloudfront.net/recipe/gy68-015_1.jpg,,,,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0341,2
47,432,楊桃,紅燒豆腐(6),https://d3l76hx23vw40a.cloudfront.net/recipe/m1088_1.jpg,,,,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0418,1
48,433,楊桃,翡翠豆腐丸,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn49-006b_1.jpg,,,,4,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0390,4
49,452,楊桃,川味酸辣湯,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn53-043a_1.jpg,,,,16,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2231,9
50,459,楊桃,鐵板豆腐(4),https://d3l76hx23vw40a.cloudfront.net/recipe/yqn07-012_1.jpg,,,,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0188,4
51,480,楊桃,家常滷味,https://d3l76hx23vw40a.cloudfront.net/recipe/gy64-039_1.jpg,,,,5,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=E01-0168,4
52,483,楊桃,肉末燒豆腐 ,https://d3l76hx23vw40a.cloudfront.net/recipe/gy71-075_1.jpg,,,,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0346,5
53,486,楊桃,西湖翡翠羹,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn53-040_1.jpg,,,,13,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F02-0714,7
54,487,楊桃,野菜燴豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/bk182-042_1.jpg,,,,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0359,2
55,509,楊桃,鐵板豆腐(1),https://d3l76hx23vw40a.cloudfront.net/recipe/bk119-041a_1.jpg,,,,15,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0164,1
56,517,楊桃,玉米豆腐湯,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn30-061b_1.jpg,,,,4,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0375,2
57,569,楊桃,雞粒豆腐煲,https://d3l76hx23vw40a.cloudfront.net/recipe/gy60-074_1.jpg,,,,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0335,0
58,604,楊桃,紅燒獅子頭,https://d3l76hx23vw40a.cloudfront.net/recipe/bk53-018_1.jpg,,,,15,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-043,4
59,606,楊桃,蒸臭豆腐(1),https://d3l76hx23vw40a.cloudfront.net/recipe/gy08-097_1.jpg,,,,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0272,2
60,637,楊桃,烤素方,https://d3l76hx23vw40a.cloudfront.net/recipe/gy68-023_1.jpg,,,,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=E01-0169,2
61,638,楊桃,老皮嫩肉-炸豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/m789_1.jpg,,,,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0417,2
62,659,楊桃,麻婆豆腐(33),https://d3l76hx23vw40a.cloudfront.net/recipe/bk182-040_1.jpg,,,,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0356,10
63,662,楊桃,豆瓣鯉魚,https://d3l76hx23vw40a.cloudfront.net/recipe/bk41-026_1.jpg,,,,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-206,92
64,689,楊桃,腐乳醬,https://d3l76hx23vw40a.cloudfront.net/recipe/bk103-014c_1.jpg,,,,5,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=I03-730,3
65,696,楊桃,蕃茄炒豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/bk178-021a_1.jpg,,,,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0350,1
66,749,楊桃,紅燒豆腐獅子頭,https://d3l76hx23vw40a.cloudfront.net/recipe/ck39-028_1.jpg,,,,21,7,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-717,18
67,754,楊桃,豆腐布丁(1),https://d3l76hx23vw40a.cloudfront.net/recipe/aa004-022_1.jpg,,,,5,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0442,1
68,761,楊桃,酸辣湯(4),https://d3l76hx23vw40a.cloudfront.net/recipe/bk156-035_1.jpg,,,,16,7,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0880,2
69,762,楊桃,炸百頁豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/hq27-021b_1.jpg,,,,2,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-110,2
70,789,楊桃,紅燒牛肉(1),https://d3l76hx23vw40a.cloudfront.net/recipe/ck53-013_1.jpg,,,,17,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0467,0
71,795,楊桃,砂鍋魚頭(7),https://d3l76hx23vw40a.cloudfront.net/recipe/yqn50-037_1.jpg,,,,17,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1287,2
72,842,楊桃,酥炸百頁豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/bk179-039a_1.jpg,,,,2,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0353,1
73,855,楊桃,素麻婆豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/bk210-041_1.jpg,,,,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0425,2
74,870,楊桃,香菇素丸,https://d3l76hx23vw40a.cloudfront.net/recipe/bk85-024_1.jpg,,,,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-111,69
75,878,楊桃,絲瓜豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/bk129-021_1.jpg,,,,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0324,10
76,886,楊桃,素炒百頁,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn43-026a_1.jpg,,,,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0384,4
77,930,楊桃,腐乳苦瓜,https://d3l76hx23vw40a.cloudfront.net/recipe/whk32-059d_1.jpg,,,,6,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-122,6
78,962,楊桃,鹹蛋蒸豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/gy18-086_1.jpg,,,,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0265,30
79,971,楊桃,紅燒嫩豆腐(2),https://d3l76hx23vw40a.cloudfront.net/recipe/m163_1.jpg,,,,5,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0410,15
80,979,楊桃,肉末蛋鬆拌豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn080-010a_1.jpg,,,,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0438,0
81,1061,楊桃,客家鑲豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/aa017-036b_1.jpg,,,,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0448,1
82,1068,楊桃,麻婆豆腐(37),https://d3l76hx23vw40a.cloudfront.net/recipe/bk207-022_1.jpg,,,,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0424,2
83,1087,楊桃,滷三角油豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/bk128-038a_1.jpg,,,,2,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0173,1
84,1096,楊桃,魚香豆腐(3),https://d3l76hx23vw40a.cloudfront.net/recipe/m722_1.jpg,,,,13,1,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0415,0
85,1109,楊桃,紅燒猴頭菇,https://d3l76hx23vw40a.cloudfront.net/recipe/bk53-020b_1.jpg,,,,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-044,4
86,1119,楊桃,滷豆腐＆滷蛋,https://d3l76hx23vw40a.cloudfront.net/recipe/hq22-028a_1.jpg,,,,4,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-108,2
87,1124,楊桃,福袋圓滿,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn35-038_1.jpg,,,,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2016,15
88,1143,楊桃,蝦仁豆腐(1),https://d3l76hx23vw40a.cloudfront.net/recipe/gy34-015c_1.jpg,,,,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-0572,0
89,1144,楊桃,紅燒豆腐(2),https://d3l76hx23vw40a.cloudfront.net/recipe/gy08-098a_1.jpg,,,,6,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0273,0
90,1148,楊桃,肉末豆腐烘蛋蓋飯,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn080-010b_1.jpg,,,,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0439,1
91,1161,楊桃,咖哩百頁,https://d3l76hx23vw40a.cloudfront.net/recipe/bk165-021b_1.jpg,,,,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=E01-0147,2
92,1172,楊桃,豆豉鮮蚵(7),https://d3l76hx23vw40a.cloudfront.net/recipe/bk199-026_1.jpg,,,,12,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B02-0381,8
93,1195,楊桃,麻婆豆腐(36),https://d3l76hx23vw40a.cloudfront.net/recipe/bk199-042_1.jpg,,,,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0420,7
94,1216,楊桃,腐乳醬秋葵,https://d3l76hx23vw40a.cloudfront.net/recipe/gy70-038a_1.jpg,,,,8,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0539,1
95,1219,楊桃,青江菜雙菇炒豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/gy59-070a_1.jpg,,,,8,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F02-0605,1
96,1230,楊桃,肉燥家常豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn67-017_1.jpg,,,,6,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0400,0
97,1258,楊桃,紅燒素獅子頭,https://d3l76hx23vw40a.cloudfront.net/recipe/ck39-026_1.jpg,,,,16,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-133,2
98,1290,楊桃,清蒸豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/bk178-021b_1.jpg,,,,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0351,0
99,1293,楊桃,鮮菇蒸豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/whk27-036b_1.jpg,,,,6,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-040,1
100,1294,楊桃,香椿醬燒百頁,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn66-028a_1.jpg,,,,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0404,2
101,1312,楊桃,板豆腐滷絞肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk110-044a_1.jpg,,,,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0157,14
102,1343,楊桃,薑母鴨沾醬(1),https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,,5,1,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=I03-567,2
103,1364,楊桃,砂鍋獅子頭,https://d3l76hx23vw40a.cloudfront.net/recipe/bk110-010_1.jpg,,,,16,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-0922,10
104,1375,楊桃,酸菜白肉鍋(4),https://d3l76hx23vw40a.cloudfront.net/recipe/yqn70-023a_1.jpg,,,,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2325,4
105,1390,楊桃,紅燒獅子頭(5),https://d3l76hx23vw40a.cloudfront.net/recipe/gy68-028_1.jpg,,,,18,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0342,2
106,1400,楊桃,滷豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/bk114-028b_1.jpg,,,,4,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0159,1
107,1403,楊桃,海鮮豆腐煲,https://d3l76hx23vw40a.cloudfront.net/recipe/bk46-029_1.jpg,,,,8,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B02-047,4
108,1414,楊桃,關東煮,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn09-042_1.jpg,,,,11,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0647,4
109,1461,楊桃,麻辣臭臭鍋,https://d3l76hx23vw40a.cloudfront.net/recipe/bk103-021_1.jpg,,,,15,9,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-135,0
110,1486,楊桃,海鮮魚翅羹,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn53-043b_1.jpg,,,,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1298,0
111,1490,楊桃,酥炸臭豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/bk179-040_1.jpg,,,,3,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0354,0
112,1507,楊桃,豆腐煎肉餅,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn14-011_1.jpg,,,,13,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0192,4
113,1511,楊桃,茄汁拌豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/aa003-016_1.jpg,,,,4,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0443,0
114,1515,楊桃,莧菜豆腐羹,https://d3l76hx23vw40a.cloudfront.net/recipe/whk46-089_1.jpg,,,,7,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0140,2
115,1536,楊桃,豆腐丸子(2),https://d3l76hx23vw40a.cloudfront.net/recipe/bk169-036_1.jpg,,,,10,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0301,29
116,1541,楊桃,臘腸蒸豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/gy53-053a_1.jpg,,,,5,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0322,1
117,1571,楊桃,雪白菇燴蛋豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/m766_1.jpg,,,,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0416,1
118,1586,楊桃,百頁豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/ck86-026a_1.jpg,,,,2,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0254,0
119,1607,楊桃,三杯臭豆腐(3),https://d3l76hx23vw40a.cloudfront.net/recipe/bk182-043_1.jpg,,,,10,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0360,6
120,1611,楊桃,麻婆豆腐燴飯(1),https://d3l76hx23vw40a.cloudfront.net/recipe/yqn47-014a_1.jpg,,,,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0387,0
121,1631,楊桃,菠菜豆腐湯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk88-025c_1.jpg,,,,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F02-179,1
122,1684,楊桃,高雄黑輪,https://d3l76hx23vw40a.cloudfront.net/recipe/bk51-037a_1.jpg,,,,20,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=I02-061,0
123,1706,楊桃,虱目魚湯,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn33-051_1.jpg,,,,6,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1233,0
124,1732,楊桃,麻辣臭豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/bk46-039a_1.jpg,,,,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=E01-041,15
125,1735,楊桃,酸辣蒸豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn64-039b_1.jpg,,,,5,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0405,0
126,1742,楊桃,炸豆腐(1),https://d3l76hx23vw40a.cloudfront.net/recipe/bk179-038_1.jpg,,,,3,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0352,0
127,1756,楊桃,酸白菜鍋,https://d3l76hx23vw40a.cloudfront.net/recipe/fk04-045b_1.jpg,,,,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-366,1
